id	arm	family	file	line	channel	severity	sink	class	WHAT	CONS	PREV	CAUSE	CONT	OVR	SC	text	note
F58-B273	B	ssystem	src/bodyModule/ssystem_factory.cpp	967	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	BOTH	Y	Y	Y	Y	Y	Y	Y	"System reload: the observer's reference body '" + referenceName + "' is not defined by the reloaded data - the observer now references '" + camera->getReferenceBody()->getEnglishName() + "'. Restore that body in the data file, or move the observer with " "'set home_planet <body>'."	the audit's single best record: it wears both faces at once - the error (a body named in the observer state is absent from the reloaded data), the decision taken instead (which body is referenced now), and two explicit ways to override
F58-B274	B	ssystem	src/bodyModule/ssystem_factory.cpp	984	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"System '" + system->getEnglishName() + "' reloaded (observer state kept)"	
F58-B275	B	ssystem	src/bodyModule/ssystem_factory.cpp	997	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	Y	Y	-	-	-	Y	"Command 'body action save': '" + filename + "' is a path, and this " "command takes a file NAME - a system file is written next to the others, in " + composedPathOf("<system>") + ". Nothing was written. (The legacy system files of " "this install are never written to, by design.) To fix: pass a plain name, e.g. " "'body action save filename " + node + "'."	GOLD: names the value, why it is refused, that NOTHING was written, and a worked example of the accepted form
F58-B276	B	ssystem	src/bodyModule/ssystem_factory.cpp	1005	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	Y	Y	-	-	-	Y	"Command 'body action save': '" + filename + "' is the name of a " "MACHINE-OWNED file - spacecrafter regenerates it at every legacy load of this " "system, so a save there would be silently overwritten. Nothing was written. " "To fix: drop the '.disabled' (the name without it is the one that gets read), " "or pick another name."	GOLD: names the value, why it is refused, that NOTHING was written, and a worked example of the accepted form
F58-B277	B	ssystem	src/bodyModule/ssystem_factory.cpp	1021	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	Y	N	-	-	-	-	"Command 'body action save': can't create the modularSystem directory (" + ec.message() + ") - system '" + node + "' NOT saved."	names the errc message and that the system was NOT saved; no action
F58-B278	B	ssystem	src/bodyModule/ssystem_factory.cpp	1084	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	N	N	N	-	-	-	-	"New path has no body '" + name + "' to re-reference the camera on"	THE BANKED INSTANCE, §11.170(f): 'New path has no body '' to re-reference the camera on'. The user asked for a home planet and is told about a camera; the empty name is printed as two quotes; the 1 AU displacement and the fictitious anchor registered under the empty name are stated nowhere. Fails all three error elements
F58-B279	B	ssystem	src/bodyModule/protosystem.cpp	151	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Unable to open file "+ planetfile	'Unable to open file <planetfile>' - no reason, no action, and see :153
F58-B280	B	ssystem	src/bodyModule/protosystem.cpp	153	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"(solar system loaded)"	'(solar system loaded)' is emitted UNCONDITIONALLY, including on the branch where :151 has just reported the file could not be opened [ :150-153 ]: the log says the load failed and then says it loaded
F58-B281	B	ssystem	src/bodyModule/protosystem.cpp	170	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"SolarSystem::removeBody : Could not find a body named : " + name	a failed removal reported at L_INFO - an error carrying the severity of progress, in the channel a script author reads for faults
F58-B282	B	ssystem	src/bodyModule/protosystem.cpp	184	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"SolarSystem::removeBody : Could not remove satelite : " + satName	a failed removal reported at L_INFO - an error carrying the severity of progress, in the channel a script author reads for faults
F58-B283	B	ssystem	src/bodyModule/protosystem.cpp	209	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"SolarSystem::removeSupplementalBodies : Could not find a body named : " + name	a failed removal reported at L_INFO - an error carrying the severity of progress, in the channel a script author reads for faults
F58-B284	B	ssystem	src/bodyModule/protosystem.cpp	214	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"SolarSystem::removeSupplementalBodies : Can't destroy suplementary bodies if attached to one"	a failed removal reported at L_INFO - an error carrying the severity of progress, in the channel a script author reads for faults
F58-B285	B	ssystem	src/bodyModule/protosystem.cpp	473	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"Unknown planet_name in bodyTraceBodyChange"	'Unknown planet_name in bodyTraceBodyChange' - the offending name is in hand and is not printed
F58-B286	B	ssystem	src/bodyModule/protosystem.cpp	517	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loading new Stellar System object... " + englishName	
F58-B287	B	ssystem	src/bodyModule/protosystem.cpp	523	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	N	-	-	-	-	"SolarSystem: can not add body with no name"	'can not add body with no name'
F58-B288	B	ssystem	src/bodyModule/protosystem.cpp	530	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	Y	P	"No parent specified for " + englishName + ", assume parent is the center body (Specify 'none' for no parent)"	'No parent specified for <b>, assume parent is the center body (Specify 'none' for no parent)' - all three elements present; the override is partial because it teaches the 'none' spelling only, not how to name a real parent
F58-B289	B	ssystem	src/bodyModule/protosystem.cpp	534	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"SolarSystem: can't find parent for " + englishName	'can't find parent for <b>' - what happens to the body is not stated
F58-B290	B	ssystem	src/bodyModule/protosystem.cpp	542	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	N	"No valid body type specified for " + englishName + ", assume 'Asteroid'"	'No valid body type specified for <b>, assume 'Asteroid'' - the textbook §11.169 gap: cause and content present, override absent, and the valid body types are a small closed enum that is never printed
F58-B291	B	ssystem	src/bodyModule/protosystem.cpp	547	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	N	-	-	-	-	"SolarSystem: Can not add body named " + englishName + " because a body of that name already exist"	name collision: says what it could not do, not what the reader does
F58-B292	B	ssystem	src/bodyModule/protosystem.cpp	565	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Creating Earth orbit..."	
F58-B293	B	ssystem	src/bodyModule/protosystem.cpp	569	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	error	'ERROR : can't find position function <f> for <b>' - the 'ERROR : ' prefix duplicates the level tag and the trailing \n double-spaces the log; the body is silently skipped (return at :571/:584) and the record does not say so
F58-B294	B	ssystem	src/bodyModule/protosystem.cpp	582	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	error	'ERROR : can't find position function <f> for <b>' - the 'ERROR : ' prefix duplicates the level tag and the trailing \n double-spaces the log; the body is silently skipped (return at :571/:584) and the record does not say so
F58-B295	B	ssystem	src/bodyModule/protosystem.cpp	615	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"something went wrong when creating orbit from "<< englishName << std::endl	stdout duplicate of :616
F58-B296	B	ssystem	src/bodyModule/protosystem.cpp	616	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Error when creating orbit from " + englishName	'Error when creating orbit from <b>' - duplicated to stdout at :615
F58-B297	B	ssystem	src/bodyModule/protosystem.cpp	637	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	Y	Y	-	-	-	Y	"Body '" + englishName + "': could not build an orbit from coord_func = '" + funcname + "'. This body is NOT added to the old render path. Valid values here are " "ell_orbit, comet_orbit, barycenter, still_orbit, location_orbit, earth_custom, " "lunar_custom, and the *_special ephemeris functions. To fix: use one of those and " "give it the keys it needs - or, for 'surface_point', nothing: that family belongs to " "the experimental path, which reads this same declaration and will create the body " "there."	GOLD, and the audit's reference specimen for a loader error: the offending key AND its value, that the body is NOT added, the full enumeration of valid values, and two alternative actions
F58-B298	B	ssystem	src/bodyModule/protosystem.cpp	894	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	N	N	N	-	-	-	-	"Undefined body"	'Undefined body' - names nothing
F58-B299	B	ssystem	src/bodyModule/protosystem.cpp	897	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	N	N	N	-	-	-	-	"Failed to create body"	'Failed to create body' - names neither the body nor the reason
F58-B300	B	config	src/mainModule/checkConfig.cpp	486	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"config.ini is up to date"	
F58-B301	B	config	src/mainModule/checkConfig.cpp	568	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	N	Y	N	N	"key " + *itKey + " has been removed from config.ini"	'key <k> has been removed from config.ini' - this record reports a MUTATION OF THE USER'S OWN FILE. The content is stated; WHY the key was removed is not, and how to keep it is not. An acting default that edits the file the user edits
F58-B302	B	config	src/mainModule/checkConfig.cpp	571	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	N	Y	N	N	"section [" + test + "] has been removed from config.ini"	same, at section granularity
F58-B303	B	config	src/mainModule/checkConfig.cpp	606	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	N	Y	N	N	"key " + *itKey + " has been removed from config.ini"	'key <k> has been removed from config.ini' - this record reports a MUTATION OF THE USER'S OWN FILE. The content is stated; WHY the key was removed is not, and how to keep it is not. An acting default that edits the file the user edits
F58-B304	B	config	src/tools/init_parser.cpp	62	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Init_parser : can't find config file "+ file	'can't find/read/open config file <f>' - no consequence (what runs instead?) and no action
F58-B305	B	config	src/tools/init_parser.cpp	70	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Init_parser : can't read config file "+ file	'can't find/read/open config file <f>' - no consequence (what runs instead?) and no action
F58-B306	B	config	src/tools/init_parser.cpp	83	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Init_parser : can't open config file "+ file_name	'can't find/read/open config file <f>' - no consequence (what runs instead?) and no action
F58-B307	B	config	src/tools/init_parser.cpp	91	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"string key %s\n", key.c_str()	printf gated on the DEBUG macro
F58-B308	B	config	src/tools/init_parser.cpp	95	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	N	"Init_parser can't find the configuration key \"" + key + "\", default empty string returned"	'can't find the configuration key "<k>", default <empty string|0> returned' - cause and content present, override absent: the file to edit is not named, the section is not separated from the key, and the value's shape is not stated. This is the single most-reached acting-default record in the tree
F58-B309	B	config	src/tools/init_parser.cpp	106	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	NOISE	-	-	-	N	N	N	-	"Init_parser def_str " + section + ":" + key	'Init_parser def_str <section>:<key>' is written at L_WARNING UNCONDITIONALLY on entry to the 3-argument getters [ :104-108 etc. ], BEFORE and REGARDLESS of whether the key is found: a warning that reports no fault, states no decision and fires on the success path. It also pays §5.115's cost per call
F58-B310	B	config	src/tools/init_parser.cpp	113	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"int key %s\n", key.c_str()	printf gated on the DEBUG macro
F58-B311	B	config	src/tools/init_parser.cpp	120	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	N	"Init_parser : can't find the configuration key \"" + key + "\", default 0 value returned"	'can't find the configuration key "<k>", default <empty string|0> returned' - cause and content present, override absent: the file to edit is not named, the section is not separated from the key, and the value's shape is not stated. This is the single most-reached acting-default record in the tree
F58-B312	B	config	src/tools/init_parser.cpp	133	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	NOISE	-	-	-	N	N	N	-	"Init_parser def_int " + section + ":" + key	'Init_parser def_str <section>:<key>' is written at L_WARNING UNCONDITIONALLY on entry to the 3-argument getters [ :104-108 etc. ], BEFORE and REGARDLESS of whether the key is found: a warning that reports no fault, states no decision and fires on the success path. It also pays §5.115's cost per call
F58-B313	B	config	src/tools/init_parser.cpp	140	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"double key %s\n", key.c_str()	printf gated on the DEBUG macro
F58-B314	B	config	src/tools/init_parser.cpp	147	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	N	"Init_parser : can't find the configuration key \"" + key + "\", default 0 value returned"	'can't find the configuration key "<k>", default <empty string|0> returned' - cause and content present, override absent: the file to edit is not named, the section is not separated from the key, and the value's shape is not stated. This is the single most-reached acting-default record in the tree
F58-B315	B	config	src/tools/init_parser.cpp	160	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	NOISE	-	-	-	N	N	N	-	"Init_parser def_double " + section + ":" + key	'Init_parser def_str <section>:<key>' is written at L_WARNING UNCONDITIONALLY on entry to the 3-argument getters [ :104-108 etc. ], BEFORE and REGARDLESS of whether the key is found: a warning that reports no fault, states no decision and fires on the success path. It also pays §5.115's cost per call
F58-B316	B	config	src/tools/init_parser.cpp	167	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"boolean key %s\n", key.c_str()	printf gated on the DEBUG macro
F58-B317	B	config	src/tools/init_parser.cpp	174	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	N	N	"Init_parser : can't find the configuration key \"" + key + "\", default 0 value returned"	'can't find the configuration key "<k>", default <empty string|0> returned' - cause and content present, override absent: the file to edit is not named, the section is not separated from the key, and the value's shape is not stated. This is the single most-reached acting-default record in the tree
F58-B318	B	config	src/tools/init_parser.cpp	187	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	NOISE	-	-	-	N	N	N	-	"Init_parser def_bool " + section + ":" + key	'Init_parser def_str <section>:<key>' is written at L_WARNING UNCONDITIONALLY on entry to the 3-argument getters [ :104-108 etc. ], BEFORE and REGARDLESS of whether the key is found: a warning that reports no fault, states no decision and fires on the success path. It also pays §5.115's cost per call
F58-B319	B	config	src/tools/app_settings.cpp	121	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loaded experimental settings from " + file	
F58-B320	B	config	src/tools/app_settings.cpp	252	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"------------------------------------------------------" << std::endl	AppSettings::display() path dump on stdout
F58-B321	B	config	src/tools/app_settings.cpp	253	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getConfigFile " << getConfigFile() << std::endl	AppSettings::display() path dump on stdout
F58-B322	B	config	src/tools/app_settings.cpp	254	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getConfigDir " << getConfigDir() << std::endl	AppSettings::display() path dump on stdout
F58-B323	B	config	src/tools/app_settings.cpp	255	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getDataRoot " << getDataRoot() << std::endl	AppSettings::display() path dump on stdout
F58-B324	B	config	src/tools/app_settings.cpp	256	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getDataDir " << getDataDir() << std::endl	AppSettings::display() path dump on stdout
F58-B325	B	config	src/tools/app_settings.cpp	257	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getLocaleDir " << getLocaleDir() << std::endl	AppSettings::display() path dump on stdout
F58-B326	B	config	src/tools/app_settings.cpp	258	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getUserFontDir " << getUserFontDir() << std::endl	AppSettings::display() path dump on stdout
F58-B327	B	config	src/tools/app_settings.cpp	259	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getScriptDir " << getScriptDir() << std::endl	AppSettings::display() path dump on stdout
F58-B328	B	config	src/tools/app_settings.cpp	260	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getLogDir " << getLogDir() << std::endl	AppSettings::display() path dump on stdout
F58-B329	B	config	src/tools/app_settings.cpp	261	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getWebDir " << getWebDir() << std::endl	AppSettings::display() path dump on stdout
F58-B330	B	config	src/tools/app_settings.cpp	262	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getLandscapeDir " << getLandscapeDir() << std::endl	AppSettings::display() path dump on stdout
F58-B331	B	config	src/tools/app_settings.cpp	263	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getSkyCultureDir " << getSkyCultureDir() << std::endl	AppSettings::display() path dump on stdout
F58-B332	B	config	src/tools/app_settings.cpp	264	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getAudioDir " << getAudioDir() << std::endl	AppSettings::display() path dump on stdout
F58-B333	B	config	src/tools/app_settings.cpp	265	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getVideoDir " << getVideoDir() << std::endl	AppSettings::display() path dump on stdout
F58-B334	B	config	src/tools/app_settings.cpp	266	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getMediaDir " << getMediaDir() << std::endl	AppSettings::display() path dump on stdout
F58-B335	B	config	src/tools/app_settings.cpp	267	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getFtpDir " << getFtpDir() << std::endl	AppSettings::display() path dump on stdout
F58-B336	B	config	src/tools/app_settings.cpp	268	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getShaderDir " << getShaderDir() << std::endl	AppSettings::display() path dump on stdout
F58-B337	B	config	src/tools/app_settings.cpp	269	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getModel3DDir " << getModel3DDir() << std::endl	AppSettings::display() path dump on stdout
F58-B338	B	config	src/tools/app_settings.cpp	270	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getVR360Dir " << getVR360Dir() << std::endl	AppSettings::display() path dump on stdout
F58-B339	B	config	src/tools/app_settings.cpp	271	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getPictureDir " << getPictureDir() << std::endl	AppSettings::display() path dump on stdout
F58-B340	B	config	src/tools/app_settings.cpp	272	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getTextureDir " << getTextureDir() << std::endl	AppSettings::display() path dump on stdout
F58-B341	B	config	src/tools/app_settings.cpp	273	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getLanguageDir " << getLanguageDir() << std::endl	AppSettings::display() path dump on stdout
F58-B342	B	config	src/tools/app_settings.cpp	274	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getScreenshotDirectory " << getScreenshotDirectory() << std::endl	AppSettings::display() path dump on stdout
F58-B343	B	config	src/tools/app_settings.cpp	275	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"getVframeDirectory " << getVframeDirectory() << std::endl	AppSettings::display() path dump on stdout
F58-B344	B	config	src/tools/app_settings.cpp	276	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"------------------------------------------------------" << std::endl	AppSettings::display() path dump on stdout
F58-B345	B	star	src/starModule/hip_star_mgr.cpp	79	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	oss.str()	'convertToSpectralType/ComponentIds: bad index: <i>, max: <n>' - an internal bound report in the user's error channel
F58-B346	B	star	src/starModule/hip_star_mgr.cpp	90	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	oss.str()	'convertToSpectralType/ComponentIds: bad index: <i>, max: <n>' - an internal bound report in the user's error channel
F58-B347	B	star	src/starModule/hip_star_mgr.cpp	125	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	P	P	N	N	"Star color not define"	'Star color not define' [sic] - fires inside a 128-iteration loop over stars.ini's color_NNN keys [ :112-127 ] and names NEITHER the index NOR the file; the fallback (v3fNull, i.e. black) is not stated. A missing stars.ini produces 128 of these, each composed with init_parser.cpp:95's own warning for the same key: 256 unactionable lines from one missing file
F58-B348	B	star	src/starModule/hip_star_mgr.cpp	134	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	N	N	N	-	-	-	-	"ColorTable index Error"	'ColorTable index Error' - neither the index nor the bound
F58-B349	B	star	src/starModule/hip_star_mgr.cpp	188	std::cerr	(console)	(console)	ERR	Y	N	N	-	-	-	-	"ERROR: HipStarMgr::HipStarMgr: no memory" << std::endl	allocation failure, console only
F58-B350	B	star	src/starModule/hip_star_mgr.cpp	448	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loading star data..."	
F58-B351	B	star	src/starModule/hip_star_mgr.cpp	458	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	_("Loading catalog ") + std::string(cat_file_name)	
F58-B352	B	star	src/starModule/hip_star_mgr.cpp	466	std::cerr	(console)	(console)	ERR	Y	N	N	-	-	-	-	cat_file_name << ", " << z->level << ": duplicate level" << std::endl	duplicate catalogue level; console only
F58-B353	B	star	src/starModule/hip_star_mgr.cpp	487	std::cerr	(console)	(console)	ERR	Y	N	N	-	-	-	-	"ERROR: stars:cat_hip_sp_file_name not found" << std::endl	a REQUIRED CONFIG KEY is missing and the record goes to std::cerr only - it never reaches any log file
F58-B354	B	star	src/starModule/hip_star_mgr.cpp	492	std::cerr	(console)	(console)	ERR	Y	N	N	-	-	-	-	"ERROR while loading data from " << ("stars/" + cat_hip_sp_file_name) << ": " << e.what()	exception text forwarded to the console only
F58-B355	B	star	src/starModule/hip_star_mgr.cpp	498	std::cerr	(console)	(console)	ERR	Y	N	N	-	-	-	-	"ERROR: stars:cat_hip_cids_file_name not found" << std::endl	a REQUIRED CONFIG KEY is missing and the record goes to std::cerr only - it never reaches any log file
F58-B356	B	star	src/starModule/hip_star_mgr.cpp	503	std::cerr	(console)	(console)	ERR	Y	N	N	-	-	-	-	"ERROR while loading data from " << ("stars/" + cat_hip_cids_file_name) << ": " << e.what() << std::endl	exception text forwarded to the console only
F58-B357	B	star	src/starModule/hip_star_mgr.cpp	510	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	oss.str()	
F58-B358	B	star	src/starModule/hip_star_mgr.cpp	522	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loading star names from " + commonNameFile	
F58-B359	B	star	src/starModule/hip_star_mgr.cpp	526	std::cerr	(console)	(console)	BOTH	Y	N	N	Y	N	N	-	"Warning " << commonNameFile << " not found." << std::endl	'Warning <file> not found.' on std::cerr: star names/sci-names are silently not loaded and the record never says so
F58-B360	B	star	src/starModule/hip_star_mgr.cpp	536	std::cerr	(console)	(console)	BOTH	Y	N	N	Y	N	N	-	"ERROR: StarMgr::loadCommonNames(" << commonNameFile << "): bad line: \"" << line << '"' << std::endl	'bad line: "<line>"' on std::cerr: the line is quoted (good) but what is wrong with it, that it was skipped, and the expected format are all absent - and no log file receives it
F58-B361	B	star	src/starModule/hip_star_mgr.cpp	571	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Loading star sci names from " + sciNameFile	
F58-B362	B	star	src/starModule/hip_star_mgr.cpp	576	std::cerr	(console)	(console)	BOTH	Y	N	N	Y	N	N	-	"Warning " << sciNameFile << " not found." << std::endl	'Warning <file> not found.' on std::cerr: star names/sci-names are silently not loaded and the record never says so
F58-B363	B	star	src/starModule/hip_star_mgr.cpp	586	std::cerr	(console)	(console)	BOTH	Y	N	N	Y	N	N	-	"ERROR: StarMgr::loadSciNames(" << sciNameFile << "): bad line: \"" << line << '"' << std::endl	'bad line: "<line>"' on std::cerr: the line is quoted (good) but what is wrong with it, that it was skipped, and the expected format are all absent - and no log file receives it
F58-B364	B	star	src/starModule/hip_star_mgr.cpp	1255	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	P	N	-	-	-	-	"VariableStar error, limit of 127 variable stars reached"	'limit of 127 variable stars reached' - the limit is named, what happens to star 128 is not
F58-B365	B	star	src/starModule/hip_star_mgr.cpp	1354	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	Y	N	-	-	-	-	"VariableStar error opening "+fileName + " - Feature disabled"	'...- Feature disabled' - a rare loader record that states its consequence
F58-B366	B	star	src/starModule/hip_star_mgr.cpp	1368	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"VariableStar error parsing "+record	'VariableStar error parsing <record>' - the record is quoted, the expected format is not
F58-B367	B	star	src/starModule/hip_star_mgr.cpp	1392	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"VariableStar error parsing "+record	'VariableStar error parsing <record>' - the record is quoted, the expected format is not
F58-B368	B	star	src/starModule/zone_array.cpp	102	std::cout	(console)	(console)	ERR	P	N	N	-	-	-	-	"ZoneArray::create(" << extended_file_name << "): warning while loading \"" << fname << "\": " << e.what()	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B369	B	star	src/starModule/zone_array.cpp	107	fprintf	(console)	(console)	ERR	P	N	N	-	-	-	-	stderr,"ZoneArray::create(%s): fopen failed\n", extended_file_name.c_str()	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B370	B	star	src/starModule/zone_array.cpp	120	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"bad file\n"	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
F58-B371	B	star	src/starModule/zone_array.cpp	127	printf	(console)	(console)	ERR	P	N	N	-	-	-	-	"you must convert catalogue " #if (!defined(__GNUC__)) "to native format " #endif "before mmap loading\n"	THE STAR CATALOGUE LOADER REPORTS EVERY FAULT TO A CONSOLE AND NONE TO A LOG. 23 fault records over printf/fprintf/std::cerr ('bad file', 'no star catalogue file', 'unsupported version, ', 'no memory, ', 'bad file type, ', 'initialization failed', mmap failure) against exactly 2 cLog calls in the whole file, both L_INFO progress lines. Several are sentence FRAGMENTS meant to concatenate on one console line, so they are not even self-contained records
